ID,Timestamp,Avg_rating,Total_answers,Total_ratings,Answer,Num_options,Question,OptionA,OptionB,OptionC,OptionD,OptionE,Explanation,Tags
7402763,15/10/2025 23:59,4,3,3,E,5,"<p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">What is the output of the following code?</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">void transform(int *a, int *b) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;*a = *a + *b;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;*b = *a - *b;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;*a = *a - *b;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main() {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;int x = 7, y = 3;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;transform(&amp;x, &amp;y);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;printf(""x = %d, y = %d\n"", x, y);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p>","<p>x = 10,</p><p>y = 3</p>","<p>x = 7, y = 3</p>","<p>x = 3,</p><p>y = 7</p>","<p>x = 7, y = 10</p>","<p>x = 3,&nbsp; y = 7</p>","<p>The Transform function is just swapping the values of X and Y without using a temporary variable.</p><p>&nbsp;</p><p>This is the basic premise of how it works:</p><p>&nbsp;</p><p>&nbsp; &nbsp; *a = *a + *b;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; *a becomes the sum of both values,</p><p>&nbsp;</p><p>&nbsp; &nbsp; *b = *a - *b;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; *b becomes the original value of *a,</p><p><br />&nbsp; &nbsp; *a = *a - *b;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; *a becomes the original value of *b,</p><p><br />Then because main passes the addresses of x and y, the swap affects the actual variables in memory; Therefore, x becomes 3 and y becomes 7.</p>","Arithmetic, pointers"
7402764,15/10/2025 23:59,0,0,0,E,5,"<p>What does this print:</p><p>&nbsp;</p><p>int x = 5;</p><p>printf(""%d"", x++ + x++);</p>",<p>10</p>,<p>11</p>,<p>12</p>,<p>13</p>,<p>Undefined behavior</p>,<p>You can't modify a variable/object twice in the same sequence. Since in a sequence every action happens at the same time (there is no order for the modifications). C doesn&rsquo;t define the result because different compilers can produce different results or crashes.</p>,"Incrementation, Order of operations, trick question"
7402766,16/10/2025 0:00,3.25,10,8,B,5,"<p>What will be the output?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int Square(int x)<br />{<br />x = x * x;<br />return x;<br />}</p><p>int main(void)<br />{<br />int a = 3;<br />int b = Square(a);<br />printf(""%d %d\n"", a, b);<br />return 0;<br />}</p>",<p>9 9</p>,<p>3 9</p>,<p>9 3</p>,<p>3 3</p>,<p>Error</p>,"<p>Square() receives a copy of a.</p><p>Inside Square x is squared and returned, but this change affects only x not a.</p><p>thus:</p><p>a remains 3</p><p>b receives 9</p><p>&nbsp;</p>","Arithmetic, Pass by Value, Local and Main Functions, printf function, Variable Types"
7402767,16/10/2025 0:00,3.25,4,4,B,5,"<p>#include &lt;stdio.h&gt;</p><p>int main(void) {<br />int x = 5;<br />int y = 10;<br />int *p = &amp;x;<br />int *q = &amp;y;</p><p>if (x &lt; y &amp;&amp; *p == 5) {<br />*q = *p + *q; // y = 5 + 10 = 15<br />} else {<br />*p = *q - *p;<br />}</p><p>printf(""%d"", x * y);<br />return 0;<br />}</p><p>&nbsp;</p><p>What will the code print?</p>",<p>50</p>,<p>75</p>,<p>150</p>,<p>100</p>,<p>25</p>,"<p>The program starts by creating two numbers:</p><p>x is 5</p><p>y is 10</p><p>It also creates two pointers:</p><p>p points to x</p><p>q points to y</p><p>The program checks a condition:</p><p>Is x less than y? (Yes, 5 &lt; 10)</p><p>Is the value that p points to equal to 5? (Yes, p points to x, which is 5)</p><p>Since both are true, the program runs the first block of code.</p><p>Inside the if block:</p><p>It updates y by adding the values of x and y</p><p>So now y = 5 + 10 = 15</p><p>Finally, the program prints the result of x * y</p><p>That&rsquo;s 5 * 15 = 75</p>",printf function
7402769,16/10/2025 0:01,4.2,6,5,B,5,"<p>For this recursive function, how many iterations of said function will be executed if the input value was 41, and what would be returned?:<br /><br /><span style=""font-family: courier new, courier, monospace;""><br /><span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio.h&gt;</span></span></p><p><span style=""font-family: courier new, courier, monospace;"">int Recursion_By_Two_Summing(int n)</span><br /><span style=""font-family: courier new, courier, monospace;"">{</span><br /><span style=""font-family: courier new, courier, monospace;"">if (n &lt;= 0)</span><br /><span style=""font-family: courier new, courier, monospace;"">{</span><br /><span style=""font-family: courier new, courier, monospace;"">return 0;</span><br /><span style=""font-family: courier new, courier, monospace;"">} else {</span><br /><span style=""font-family: courier new, courier, monospace;"">return n + Recursion_By_Two_Summing(n-2); //increments down by two</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p><span style=""font-family: courier new, courier, monospace;"">int main(void)</span><br /><span style=""font-family: courier new, courier, monospace;"">{</span><br /><span style=""font-family: courier new, courier, monospace;"">int a = Recursion_By_Two_Summing(41);</span><br /><span style=""font-family: courier new, courier, monospace;"">printf(""The function outputs: %d"", a);</span><br /><span style=""font-family: courier new, courier, monospace;"">return 0;</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p><span style=""font-family: courier new, courier, monospace;""><br /><br /></span></p>","<p>""The function outputs: 441""<br />Instances: 20</p>","<p>""The function outputs: 441""<br />Instances:&nbsp;21</p>","<p>""The function outputs: 440""<br />Instances:&nbsp;20</p>","<p>""The function outputs: 440""<br />Instances: 21</p>",<p>Recursive function 'runs away'</p>,"<p>This function is similar to the Sum2 function found in the textbook, however instead Sum2(n-1), it goes down in steps of two (n-2) until it hits zero or below.<br />The output will have to be ODD since the input is an odd number, because the 2nd lowest iteration before reaching '-1' and returning '0' is an odd value, which is maintained as each iteration iterates down in twos.</p>","Insanity, Recursion"
7402770,15/10/2025 23:59,4,7,2,C,5,"<p>What is the output of the following code?</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">void foo(int *list, int i, int len) </span></p><p><span style=""font-family: 'courier new', courier, monospace;"">{</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; if (i+1 &lt; len &amp;&amp; list[i] &gt; list[i+1]) {</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; foo(list, i+1, len)</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; list[i] = list[i+1];</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; } else {</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; continue;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; }</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">void main(void)</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">{</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; int a[5] = [7, 4, 3, 6, 3];</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; int i = 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; foo(a, i, 5);</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; printf(""%d %d %d"", a[0], a[2], a[3]);</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>7 3 3</p>,<p>7 4 3</p>,<p>3 3 3</p>,<p>3 3 6</p>,<p>3 4 3</p>,"<p>the recuring function ends at the i=2, then replace every value in front with the value list[i] therefore the result array should be [3,3,3,6,3]</p>","Loops, Recursion"
7402771,16/10/2025 0:01,0,1,0,B,5,"<p>int a;</p><p>int b;</p><p>a=10;</p><p>b=5;</p><p>printf(""Enter value for a"");</p><p>printf(""Enter value for b"");</p><p>if(a&gt;b){&nbsp;</p><p>return a-b;</p><p>}</p><p>else{</p><p>return a +b;</p><p>&nbsp;</p><p>&nbsp;</p>",<p>ERROR MESSAGE</p>,<p>15</p>,<p>5</p>,<p>2</p>,<p>0</p>,<p>AS 10 IS GREATER THAN 5 THE ANSWER IS 10-5=5</p>,Arithmetic
7402775,16/10/2025 0:07,4,9,7,B,5,"<p>View the program for the following question.&nbsp;</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int a = 5, b = 2;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; double x;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; x = a / b;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; printf(""%.1f\n"", x);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">Once run, the program outputs:</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">2.0</span></p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">Which of the following best explains why the output is 2.0 instead of 2.5?</span></p>","<p>Because x is declared as a double, it automatically converts the division to floating point</p>","<p>Because integer division is done first, so the fractional part is discarded before assigning to x</p>",<p>Because double&nbsp;cannot represent fractional results when integers are used</p>,<p>Because C automatically rounds all division results to the nearest whole number</p>,<p>idk</p>,"<p>a and b are both int, so a / b is evaluated as integer division (5 / 2 = 2), then after, the result converted to a double (2 --&gt; 2.0) for x.</p>",-
7402776,16/10/2025 0:08,0,4,2,B,5,"<p><img src=""../images/view.php?file=651240"" alt=""no description"" /></p><p>&nbsp;</p><p>What would be printed?</p>",<p>12</p>,<p>16</p>,<p>20</p>,<p>24</p>,<p>30</p>,,"Arrays, Loops, For loops, If Statements, Incrementation"
7402807,16/10/2025 0:41,0,0,0,B,4,"<p>Which of the following fragments of code would <span style=""text-decoration: underline;""><strong>increment</strong> </span>the value stored in variable <strong>x</strong> by <strong>1</strong> and then assign it to variable <strong>y</strong>?</p>",<p>int y;<br />y = x;<br />x = x + 1;</p>,<p>int y;<br />x = x + 1;<br />y = x;</p>,<p>int y;<br />y = x++;</p>,<p>int y;<br />x++;<br />y = x + 1;</p>,,"<p>this code first increases x, then assigns that new value to y.<br />So both x and y hold the incremented value.</p>","Incrementation, Order of operations"
7402828,16/10/2025 0:53,3.67,3,3,B,5,"<p>What does this print out:<br /><br />int arr[] = {10, 20, 30, 40, 50};<br />int *p = arr;<br />*(p + 2) = *(p + 4) + *p;<br />printf(""%d %d %d %d %d\n"", arr[0], arr[1], arr[2], arr[3], arr[4]);</p>",<p>10 20 30 40 50</p>,<p>10 20 60 40 50</p>,<p>10 20 50 40 50</p>,<p>10 20 40 40 50</p>,<p>20 20 30 40 50</p>,<p>p points to arr</p><p>*(p + 2) points to arr[2]</p><p>*(p + 4) points to arr[4]</p><p>*p points to arr[0]</p><p>so arr[2] = arr[3] + arr[0] = 60</p><p>so final will be:<br />10 20 60 40 50</p>,pointers
7402837,16/10/2025 1:01,3.6,6,5,B,5,"<p>What is the output of the following function?</p><p>&nbsp;</p><p>&nbsp;int a = 14, b = 4;<br />&nbsp;double result;<br />&nbsp;result = a % b;<br />&nbsp;printf(""%.1f"", result);</p>",<p>3.5</p>,<p>2.0</p>,<p>3.0</p>,<p>1.0</p>,<p>Error</p>,"<p>The expression a % b calculates the remainder of the integer division of a by b. As 14 % 4 = 3 with a remainder of 2, the int value is 2. As the result is assigned to double value, int is promoted to double giving the answer 2.0.</p>",Arithmetic
7402854,16/10/2025 1:22,3.5,5,4,B,5,"<p>Given the following code, what would be its output?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int j, k;<br />int count = 0;</p><p>&nbsp;</p><p>int main(void) {</p><p>for (j = 1; j &lt;=4; j++) {<br />for (k = j; k &lt; 4; k++) {<br />count += j;<br />}<br />}</p><p>printf(""Result: %d"", count);</p><p>return 0;</p><p>}</p>",<p>8</p>,<p>10</p>,<p>12</p>,<p>14</p>,<p>16</p>,"<p>The outer loops runs with j in the range 1 to 4. For every j, the inner loop starts at k = j and will run while k &lt; 4 and adding j to count each time. so:<br />when j = 1, there have been 3 iterations</p><p>when j = 2, there have been 2 iterations</p><p>when j = 3, there have been 1 iteration</p><p>when j = 4, 0 iterations</p><p>Thus, total is 10.</p>","Arithmetic, Conditional logic, For loops, Nested Loops, Incrementation"
7402877,16/10/2025 1:43,2.2,7,5,E,5,"<p>When running this basic code here in a complier what is the correct output:</p><p>&nbsp;</p><p>int main() {<br />int x = 5<br />if (x != 0)<br />printf(""non-zero"");<br />else<br />printf(""zero"");<br />return 0;<br />}</p>","<p>""non-zero""</p>","<p>""zero""</p>",<p>Syntax error</p>,<p>compilation error</p>,<p>both compilation and Syntax error</p>,"<p>The compiler will show and issue with both error, the&nbsp;#include &lt;stdio.h&gt; is not included and there should be a semi-colon after the line&nbsp;int x = 5. The compiler will flag both and not run.</p>","debug for new coder, easy, trick question"
7402901,15/10/2025 23:54,0.5,8,6,C,4,"<p>""A POSITIVE NUMBER OF 15 IS INPUTTED. WHAT WILL PRINTF RETURN?""</p><p>&nbsp;</p><p>*assume this is under a normal main function</p><p>&nbsp;</p><p>int sum, number = 0</p><p>&nbsp;</p><p>printf(""Enter a positive number: "")</p><p>scanf(""%d, &amp;number)</p><p>&nbsp;</p><p>for( int i=0, i&lt;number, i++)</p><p>{</p><p>&nbsp; &nbsp; sum += i</p><p>}<br /><br />printf(""sum = %d"", sum)</p><p>&nbsp;</p><p>return 0;</p>",<p>error</p>,<p>15</p>,<p>120</p>,<p>25</p>,,"<p>The for loop will increase in value until it reaches the user input number. Since i is what is increased with the sum variable, it will go sum = 1+2+3+4... all the way up to the user input number. This is what will be returned.</p>","Arithmetic, input type, For loops"
7402998,16/10/2025 3:34,2.78,11,9,C,5,"<p>#include &lt;stdio.h&gt;</p><p>int main()&nbsp;</p><p>{</p><p>int x;</p><p>x=10;</p><p>int y;</p><p>y=4;</p><p>printf(""%d"", x%y);</p><p>return 0;</p><p>}</p><p>&nbsp;</p><p>// what is the output of this code?</p>",<p>0</p>,<p>1</p>,<p>2</p>,<p>3</p>,<p>4</p>,"<p>X is set to 10 &amp; Y is set to 4. The remainder of 10/4 is 2, the codes output is 2.</p>",easy
7403266,16/10/2025 9:30,3,4,3,B,5,"<p>#include &lt;stdio.h&gt;<br />void Change(int *x, int value)<br />{<br />&nbsp; &nbsp;*x = *x + value;<br />}<br />{<br />int main(void)<br />&nbsp; &nbsp;int a, b;<br />&nbsp; &nbsp;int *p;</p><p><br />&nbsp; &nbsp;a = 30;<br />&nbsp; &nbsp;b = 30;<br />&nbsp; &nbsp;p = &amp;b;</p><p><br />&nbsp; &nbsp;Change(&amp;a, b);<br />&nbsp; &nbsp;Change(p, a);<br />&nbsp; &nbsp;printf(""Result = (%d, %d)"", a, b);<br />&nbsp; &nbsp;return 0;<br />}</p>","<p>(90, 60)</p>","<p>(60, 90)</p>","<p>(60, 60)</p>","<p>(30, 30)</p>","<p>(90, 90)</p>","<p>This is a pointer question. Initially an and b are 30 with p pointing to b. We then enter a pointer to a (value 30) and b (value 30) into change function. We do 30+30 = 60 which is sent to *x which was used as another pointer to a, so an updates to value 60. Then we apply the change function again where p and an are sent in as inputs. p is value 30 and a is 60. These add to 90 and stored under pointer *x which updates value p this time (value 90). Since p is a pointer to b, b is now 90. Then we output a, b (60, 90).&nbsp;</p>","Pass by Value, pointers"
7403281,16/10/2025 9:49,4,18,10,E,5,"<p>Beter Pier was working on some TOP SECRET code for the university but as he was testing his code, it didn't work as planned. How many bugs did Beter Pier write into his code?</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int RedactName(char text[], char name[], char redact) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;for (int i = 0; text[i] != '\0'; i++) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; if (IsName(&amp;text[i], name)) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp; for (int j = 0; name[j] != '\0'; j+) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; text[i + j] = redact;</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp; }</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; }</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;}</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int main(void) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;char text[] = ""The amazing achievements of Nick Wright have been accepted""</span></p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""into the University Hall of Fame"";</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;RedactName(text, 'Nick Wright', ""X"");</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;printf(""%s\n"", text);</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">You can assume that the function IsName is already given to you and works as intended</span></p><p>&nbsp;</p>",<p>1</p>,<p>2</p>,<p>3</p>,<p>4</p>,<p>5</p>,"<p>There are 5 errors in the code.</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio&gt;</span> should be <span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">RedactName returns no value so should be of type void</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">for (int j = 0; name[j] != '\0'; j+) <span style=""font-family: arial, helvetica, sans-serif;"">is missing an extra + for the last statement. We should have j++</span><br /></span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;""><span style=""font-family: arial, helvetica, sans-serif;"">RedactName(text, 'Nick Wright', ""X""); has two errors both involving incorrect use of quotations. 'Nick Wright' should be ""Nick Wright"" and ""X"" should be 'X'<br /></span></span></p><p>&nbsp;</p><p>&nbsp;</p>","Language Understanding, Debugging, Error Checking, For loops, Incrementation"
7403310,16/10/2025 10:38,1.67,3,3,A,5,"<p>what will appear in terminal when the following program is run&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int main(){<br />&nbsp; &nbsp; double income = 0;</p><p>&nbsp; &nbsp; doubletax Rate1 = 0.105;</p><p>&nbsp; &nbsp; double taxCap1 = 15600;</p><p>&nbsp; &nbsp; double taxRate2 = 0.175;<br />&nbsp; &nbsp; double taxCap2 = 53500;</p><p>&nbsp; &nbsp; double taxRate3 = 0.3;<br />&nbsp; &nbsp; double taxCap3 = 78100;</p><p>&nbsp; &nbsp; double taxRate4 = 0.33;<br />&nbsp; &nbsp; double taxCap4 = 180000;</p><p>&nbsp; &nbsp; double taxRate5 = .39;</p><p>&nbsp; &nbsp; double tax = 0;<br />&nbsp; &nbsp; printf(""How much $$ do you make?\n"");<br />&nbsp; &nbsp; scanf(""%lf"", &amp;income);</p><p>&nbsp; &nbsp; if (income &lt;= 100){<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""Daaymm you broke as heyylll\n\n"");<br />&nbsp; &nbsp; &nbsp; &nbsp; tax = income * taxRate1;<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""You have $%.2f tax to pay ... Might aswell keep it\n\n"",tax);<br />&nbsp; &nbsp; &nbsp; &nbsp; return 0;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; else if (income &lt;= taxCap1){<br />&nbsp; &nbsp; &nbsp; &nbsp; tax = income * taxRate1;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; else if(income &lt;= taxCap2){<br />&nbsp; &nbsp; &nbsp; &nbsp; tax = taxCap1*taxRate1 + (income-taxCap1) * taxRate2;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; else if (income &lt;= taxCap3){<br />&nbsp; &nbsp; &nbsp; &nbsp; tax = taxCap1*taxRate1 + (taxCap2-taxCap1) * taxRate2 + (income - taxCap2)*taxRate3;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; else if(income &lt;= taxCap4){<br />&nbsp; &nbsp; &nbsp; &nbsp; tax = taxCap1*taxRate1 + (taxCap2-taxCap1) * taxRate2 + (taxCap3 - taxCap2) * taxRate3 +(income - taxCap3) * taxRate4;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; else{<br />&nbsp; &nbsp; &nbsp; &nbsp; tax = taxCap1*taxRate1 + (taxCap2-taxCap1) * taxRate2 + (taxCap3 - taxCap2) * taxRate3 +(taxCap4 - taxCap3) * taxRate4 + (income -taxCap4) * taxRate5;<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""\nYou are earning way too much, give me some!!\n\n"");<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; printf(""You have $%.2f tax to pay\n"",tax);<br />&nbsp; &nbsp; printf(""Effective tax rate: %.2f%%\n"", (tax / income) * 100);</p><p>&nbsp; &nbsp; return 0;</p><p>&nbsp; &nbsp; }</p>",<p>How much $$ do you make?</p>,<p>Daaymm you broke as heyylll</p><p>&nbsp;</p><p>You have $0.00 tax to pay ... Might aswell keep it</p>,<p>error</p>,"<p>You are earning way too much, give me some!!</p><p>&nbsp;</p><p>You have $460558.63 tax to pay</p><p><br />Effective tax rate: 37.31%</p>",<p>You have $59.53 tax to pay<br />Effective tax rate: 10.50%</p>,<p>it requires user input first&nbsp;</p>,"Arithmetic, easy, Conditional logic"
